acc_status,duration,credit_history,purpose,credit_amt,savings,employment,instalment,personal_status,debtors,residence,property,age,other_instalments,housing,number_of_credit,job,people,telephone,foreign_worker,default
<0,6,critical account/other credits existing (not at this bank),ar (new),860,<100,5:7+ years,1,female: divorced/separated/married,none,4,unknown / no property,39,none,own,2,skilled employee/official,1,yes,yes,0
no,12,critical account/other credits existing (not at this bank),ar (new),682,"[100,500)","4:[4,7 years)",4,female: divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute",51,none,own,2,skilled employee/official,1,yes,yes,0
<0,36,critical account/other credits existing (not at this bank),furniture/equipment,5371,<100,"3:[1,4 years)",3,male: single,guarantor,2,if not A121 : building society savings agreement/life insurance,28,none,own,2,skilled employee/official,1,no,yes,0
no,18,critical account/other credits existing (not at this bank),radio/television,1582,1000+,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",46,none,own,2,skilled employee/official,1,no,yes,0
no,6,existing credits paid back duly till now,radio/television,1346,"[100,500)",5:7+ years,2,male: single,none,4,unknown / no property,42,bank,for free,1,skilled employee/official,2,yes,yes,0
no,10,existing credits paid back duly till now,radio/television,1924,<100,"3:[1,4 years)",1,male: single,none,4,if not A121 : building society savings agreement/life insurance,38,none,own,1,skilled employee/official,1,yes,no,0
200+,36,existing credits paid back duly till now,radio/television,5848,<100,"3:[1,4 years)",4,male: single,none,1,"if not A121/A122 : car or other, not in attribute",24,none,own,1,skilled employee/official,1,no,yes,0
"[0,200)",24,critical account/other credits existing (not at this bank),car (used),7758,1000+,5:7+ years,2,female: divorced/separated/married,none,4,unknown / no property,29,none,rent,1,skilled employee/official,1,no,yes,0
"[0,200)",24,delay in paying off in the past,business,6967,"[100,500)","4:[4,7 years)",4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",36,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
<0,12,existing credits paid back duly till now,furniture/equipment,1282,<100,"3:[1,4 years)",2,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",20,none,rent,1,skilled employee/official,1,no,yes,1
<0,9,critical account/other credits existing (not at this bank),repairs,1288,"[100,500)",5:7+ years,3,male: single,guarantor,4,real estate,48,none,own,2,skilled employee/official,2,no,no,0
<0,12,all credits at this bank paid back duly,retraining,339,<100,5:7+ years,4,male: married/widowed,none,1,"if not A121/A122 : car or other, not in attribute",45,bank,own,1,unskilled - resident,1,no,yes,0
"[0,200)",24,existing credits paid back duly till now,ar (new),3512,"[100,500)","4:[4,7 years)",2,male: single,none,3,"if not A121/A122 : car or other, not in attribute",38,bank,own,2,skilled employee/official,1,yes,yes,0
no,6,critical account/other credits existing (not at this bank),radio/television,1898,unknown/no savings account,"3:[1,4 years)",1,male: single,none,2,real estate,34,none,own,2,unskilled - resident,2,no,yes,0
no,24,critical account/other credits existing (not at this bank),radio/television,2872,"[100,500)",5:7+ years,3,male: single,none,4,real estate,36,none,own,1,skilled employee/official,2,yes,yes,0
no,18,critical account/other credits existing (not at this bank),ar (new),1055,<100,2:<1 year,4,female: divorced/separated/married,none,1,if not A121 : building society savings agreement/life insurance,30,none,own,2,skilled employee/official,1,no,yes,0
no,15,existing credits paid back duly till now,domestic appliances,1262,"[500,1000)","4:[4,7 years)",4,male: single,none,3,if not A121 : building society savings agreement/life insurance,36,none,own,2,skilled employee/official,1,yes,yes,0
"[0,200)",10,existing credits paid back duly till now,ar (new),7308,<100,1:unemployed,2,male: single,none,4,unknown / no property,70,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,36,existing credits paid back duly till now,ar (new),909,"[500,1000)",5:7+ years,4,male: single,none,4,if not A121 : building society savings agreement/life insurance,36,none,own,1,skilled employee/official,1,no,yes,0
no,6,existing credits paid back duly till now,furniture/equipment,2978,"[500,1000)","3:[1,4 years)",1,male: single,none,2,"if not A121/A122 : car or other, not in attribute",32,none,own,1,skilled employee/official,1,yes,yes,0
<0,18,existing credits paid back duly till now,furniture/equipment,1131,<100,1:unemployed,4,female: divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute",33,none,own,1,skilled employee/official,1,no,yes,1
"[0,200)",11,existing credits paid back duly till now,furniture/equipment,1577,1000+,2:<1 year,4,female: divorced/separated/married,none,1,real estate,20,none,own,1,skilled employee/official,1,no,yes,0
no,24,existing credits paid back duly till now,furniture/equipment,3972,<100,"4:[4,7 years)",2,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,25,none,rent,1,skilled employee/official,1,yes,yes,0
"[0,200)",24,critical account/other credits existing (not at this bank),business,1935,<100,5:7+ years,4,male: divorced/separated,none,4,real estate,31,none,own,2,skilled employee/official,1,yes,yes,1
<0,15,no credits taken/all credits paid back duly,ar (new),950,<100,5:7+ years,4,male: single,none,3,"if not A121/A122 : car or other, not in attribute",33,none,rent,2,skilled employee/official,2,no,yes,1
no,12,existing credits paid back duly till now,furniture/equipment,763,<100,"3:[1,4 years)",4,female: divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee/official,1,yes,yes,0
"[0,200)",24,delay in paying off in the past,furniture/equipment,2064,<100,1:unemployed,3,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,34,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
"[0,200)",8,existing credits paid back duly till now,radio/television,1414,<100,"3:[1,4 years)",4,male: single,guarantor,2,real estate,33,none,own,1,skilled employee/official,1,no,no,0
<0,21,delay in paying off in the past,education,3414,<100,2:<1 year,2,male: single,none,1,if not A121 : building society savings agreement/life insurance,26,none,own,2,skilled employee/official,1,no,yes,1
no,30,all credits at this bank paid back duly,car (used),7485,unknown/no savings account,1:unemployed,4,female: divorced/separated/married,none,1,real estate,53,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
<0,12,existing credits paid back duly till now,furniture/equipment,2577,<100,"3:[1,4 years)",2,male: divorced/separated,none,1,"if not A121/A122 : car or other, not in attribute",42,none,own,1,skilled employee/official,1,no,yes,0
<0,6,critical account/other credits existing (not at this bank),radio/television,338,"[500,1000)",5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",52,none,own,2,skilled employee/official,1,no,yes,0
no,12,existing credits paid back duly till now,radio/television,1963,<100,"4:[4,7 years)",4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",31,none,rent,2,management/self-employed/highly qualified employee/officer,2,yes,yes,0
<0,21,critical account/other credits existing (not at this bank),ar (new),571,<100,5:7+ years,4,male: single,none,4,real estate,65,none,own,2,skilled employee/official,1,no,yes,0
no,36,delay in paying off in the past,business,9572,<100,2:<1 year,1,male: divorced/separated,none,1,"if not A121/A122 : car or other, not in attribute",28,none,own,2,skilled employee/official,1,no,yes,1
"[0,200)",36,delay in paying off in the past,business,4455,<100,"3:[1,4 years)",2,male: divorced/separated,none,2,real estate,30,stores,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1
<0,21,all credits at this bank paid back duly,ar (new),1647,unknown/no savings account,"3:[1,4 years)",4,male: single,none,2,if not A121 : building society savings agreement/life insurance,40,none,own,2,unskilled - resident,2,no,yes,1
no,24,critical account/other credits existing (not at this bank),furniture/equipment,3777,1000+,"3:[1,4 years)",4,male: single,none,4,real estate,50,none,own,1,skilled employee/official,1,yes,yes,0
"[0,200)",18,critical account/other credits existing (not at this bank),ar (new),884,<100,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",36,bank,own,1,skilled employee/official,2,yes,yes,1
no,15,critical account/other credits existing (not at this bank),radio/television,1360,<100,"3:[1,4 years)",4,male: single,none,2,if not A121 : building society savings agreement/life insurance,31,none,own,2,skilled employee/official,1,no,yes,0
"[0,200)",9,all credits at this bank paid back duly,car (used),5129,<100,5:7+ years,2,female: divorced/separated/married,none,4,unknown / no property,74,bank,for free,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1
"[0,200)",16,critical account/other credits existing (not at this bank),ar (new),1175,<100,1:unemployed,2,male: single,none,3,"if not A121/A122 : car or other, not in attribute",68,none,for free,3,unemployed/unskilled non-resident,1,yes,yes,0
<0,12,existing credits paid back duly till now,radio/television,674,"[100,500)","4:[4,7 years)",4,male: married/widowed,none,1,if not A121 : building society savings agreement/life insurance,20,none,own,1,skilled employee/official,1,no,yes,1
"[0,200)",18,no credits taken/all credits paid back duly,furniture/equipment,3244,<100,"3:[1,4 years)",1,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",33,bank,own,2,skilled employee/official,1,yes,yes,0
no,24,existing credits paid back duly till now,business,4591,1000+,"3:[1,4 years)",2,male: single,none,3,if not A121 : building society savings agreement/life insurance,54,none,own,3,management/self-employed/highly qualified employee/officer,1,yes,yes,1
"[0,200)",48,no credits taken/all credits paid back duly,business,3844,"[100,500)","4:[4,7 years)",4,male: single,none,4,unknown / no property,34,none,for free,1,unskilled - resident,2,no,yes,1
"[0,200)",27,existing credits paid back duly till now,business,3915,<100,"3:[1,4 years)",4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",36,none,own,1,skilled employee/official,2,yes,yes,1
no,6,existing credits paid back duly till now,radio/television,2108,<100,"4:[4,7 years)",2,male: married/widowed,none,2,real estate,29,none,rent,1,skilled employee/official,1,no,yes,0
"[0,200)",45,existing credits paid back duly till now,radio/television,3031,"[100,500)","3:[1,4 years)",4,male: single,guarantor,4,if not A121 : building society savings agreement/life insurance,21,none,rent,1,skilled employee/official,1,no,yes,1
"[0,200)",9,critical account/other credits existing (not at this bank),education,1501,<100,5:7+ years,2,female: divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute",34,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1
no,6,critical account/other credits existing (not at this bank),radio/television,1382,<100,"3:[1,4 years)",1,female: divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute",28,none,own,2,skilled employee/official,1,yes,yes,0
"[0,200)",12,existing credits paid back duly till now,furniture/equipment,951,"[100,500)",2:<1 year,4,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",27,bank,rent,4,skilled employee/official,1,no,yes,1
"[0,200)",24,existing credits paid back duly till now,car (used),2760,unknown/no savings account,5:7+ years,4,male: single,none,4,unknown / no property,36,bank,for free,1,skilled employee/official,1,yes,yes,0
"[0,200)",18,delay in paying off in the past,furniture/equipment,4297,<100,5:7+ years,4,male: divorced/separated,none,3,unknown / no property,40,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
no,9,critical account/other credits existing (not at this bank),education,936,"[500,1000)",5:7+ years,4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",52,none,own,2,skilled employee/official,1,yes,yes,0
